text,labels
"hobbies: rutines, skincare, autocura. wishlist productes: crema mans, sals de bany, kit autocura. tags rellevants: autocura, benestar. pressupost orientatiu: 100",wellbeing_selfcare
"interessos principals: fandom, gaming, videojocs. descripcions wishlist: roba i decoració gaming, marxandatge de videojocs. wishlist productes: tassa videojocs, pòster gaming, dessuadora Playstation. pressupost orientatiu: 20",gaming_merch
"interessos principals: fotografia mòbil, receptes, mòbils, cuinar, gastronomia, tecnologia. wishlist títols: coses que m'agraden. wishlist productes: suport de mòbil, davantal, llibre pendent, cable USB-C, organitzador, ganivet de cuina, paella antiadherent. tags rellevants: carregador, usb-c, smartphone, cuina, estris, receptes, sorpresa. descripcions productes: estris de cuina útils. pressupost orientatiu: 40",tech_mobile
"hobbies: Nintendo, col·leccionisme, zara. interessos: Nintendo, col·leccionisme, zara. productes: mini consola retro, artbook videojoc, amiibo, gorra, edició col·leccionista, figura de Link, caixa sorpresa. tags: . notes: ",gaming_collectibles
"interessos principals: fotografia mòbil, mòbils, tecnologia. hobbies: fotografia mòbil, mòbils, tecnologia. interessos: fotografia mòbil, mòbils, tecnologia. wishlist productes: protector de pantalla, carregador ràpid, funda mòbil, bossa petita. tags rellevants: usb-c, smartphone, carregador. descripcions productes: complements per carregar i protegir el mòbil, accessoris per al telèfon. pressupost orientatiu: 15",tech_mobile
"interessos principals: domòtica, casa intel·ligent. descripcions wishlist: automatitzar petites coses de casa, dispositius per a la llar intel·ligent. wishlist productes: altaveu intel·ligent, endoll intel·ligent, bombeta intel·ligent, sensor de moviment. pressupost orientatiu: 20",tech_smart_home
"hobbies: running, córrer, trail, marató. wishlist productes: ronyonera esportiva, mitjons tècnics, sabatilles running, armilla running. tags rellevants: trail, córrer, sabatilles, running. pressupost orientatiu: 40",sports_running
"wishlist productes: entrada Comic Con, suport auriculars, comandament bluetooth, exposició anime, teclat gaming, alfombreta XXL, sessió cinema, targeta regal, ratolí gaming. descripcions wishlist: perifèrics per jugar millor, entrades per esdeveniments de fandom, accessoris per millorar el setup de joc, plans relacionats amb cinema o anime. interessos principals: instagram, convencions, gaming, cumple, comic con, sèries, anime. pressupost orientatiu: 100",gaming_accessories
"interessos principals: ficció, novel·les, lectura, llegir. descripcions wishlist: llibres pendents de llegir, novel·les recomanades. wishlist productes: thriller, novel·la contemporània, novel·la de ciència ficció. pressupost orientatiu: 100",books_novels
"hobbies: bicicleta, BTT, ciclisme, gravel. interessos: bicicleta, BTT, ciclisme, gravel. productes: bossa sillín, gorra, guants ciclisme, caixa sorpresa, llum bicicleta. tags: bici, BTT. notes: accessoris per bicicleta",sports_cycling
"interessos: música en directe, música, cinema, concerts, tecnologia. wishlist títols: cumple, llista regals, aniversari. wishlist productes: entrada concert, altaveu portàtil, auriculars bluetooth, barra de so, DAC portàtil, espelma. tags rellevants: auriculars, podcast, música en directe, festival, bluetooth, concert. descripcions productes: millorar la qualitat de so, plans de música en directe, entrades i experiències musicals","tech_audio,music_live_events"
"hobbies: joieria, complements, moda. wishlist productes: collaret, arracades, polsera, anell senzill, caixa sorpresa. tags rellevants: polsera, arracades. pressupost orientatiu: 20",fashion_jewelry
"hobbies: pilates, marató, fitness, running, córrer. interessos: pilates, marató, fitness, running, córrer. productes: ampolla fitness, bloc ioga, rodet massatge, sabatilles running, armilla running, mitjons tècnics, targeta regal, estoreta ioga. tags: casa, barat, sorpresa, córrer, sabatilles. notes: material de running, equipament per sortir a córrer, benestar actiu, material per cuidar el cos","wellbeing_fitness,sports_running"
"interessos principals: pilates, ioga. hobbies: pilates, ioga. interessos: pilates, ioga. wishlist productes: ampolla fitness, estoreta ioga, bloc ioga, targeta regal. tags rellevants: salut, ioga, fitness. descripcions productes: material per cuidar el cos. pressupost orientatiu: 30",wellbeing_fitness
"interessos: trekking, senderisme, excursions, muntanya. wishlist títols: aniversari, cumple, wishlist. wishlist productes: jaqueta impermeable, motxilla trekking, botes de muntanya, bastons de senderisme. tags rellevants: senderisme, trekking. descripcions productes: material per fer excursions",outdoor_hiking
"hobbies: cuina, receptes, cuinar. wishlist productes: motlle silicona, davantal, paella antiadherent, classe de cuina, brunch especial, targeta regal. tags rellevants: estris, receptes, cuina, restaurant, gastronomia, menjar, idea. pressupost orientatiu: 40","cooking_tools,experiences_food"
"hobbies: gaming, setup gaming, cumple, entrenament, fitness, sorpreses, videojocs. interessos: gaming, setup gaming, cumple, entrenament, fitness, sorpreses, videojocs. productes: escapada romàntica, clauer, ratolí gaming, sopar especial, caixa sorpresa, guants de gimnàs, hotel rural, estoreta fitness, targeta regal, peses 3kg, comandament bluetooth. tags: parella, setup, gim, sorpresa, fitness. notes: coses que m agraden pero no se exactament que comprar, experiències romàntiques, llistat provisional amb idees variades, regal orientatiu per si algu no sap que comprar, perifèrics per jugar millor","gaming_accessories,sports_gym"
"interessos principals: informàtica, domòtica, tecnologia. descripcions wishlist: gadgets útils per al dia a dia. wishlist productes: llum intel·ligent, powerbank, mini impressora, clauer. pressupost orientatiu: 75",tech_gadgets
"interessos principals: Marvel, novel·la gràfica, cinema, fandom, anime. descripcions wishlist: figures i objectes de fandom, novel·les gràfiques. wishlist productes: samarreta Star Wars, figura Marvel, novel·la gràfica, manga Berserk, còmic Marvel. pressupost orientatiu: 50","books_comics,entertainment_merch"
"interessos: plans en parella, restaurants. wishlist títols: wishlist, idees nadal. wishlist productes: brunch especial, escapada romàntica, classe de cuina, spa en parella, sopar especial, gorra. tags rellevants: gastronomia, menjar, escapada, restaurant, sorpresa, romàntic. descripcions productes: plans relacionats amb menjar, experiències gastronòmiques, experiències romàntiques","experiences_romantic,experiences_food"
"familia. coses que li agraden: partitures, suport guitarra, pues guitarra, afinador, llibre pendent. tags rellevants: instrument, música, piano, guitarra. material per instruments, accessoris per tocar música",music_instruments
"interessos principals: setup gaming. wishlist títols: aniversari, idees nadal, llista regals. wishlist productes: escapada romàntica, hotel rural, teclat gaming. tags rellevants: skincare, gaming, accessoris, setup. descripcions productes: perifèrics per jugar millor. pressupost orientatiu: 100","experiences_romantic,wellbeing_selfcare"
"interessos principals: fotografia mòbil, mòbils, tecnologia. descripcions wishlist: complements per carregar i protegir el mòbil. wishlist productes: cable USB-C, funda mòbil, suport de mòbil, carregador ràpid. pressupost orientatiu: 40",tech_mobile
"hobbies: còmic, fandom, manga, novel·la gràfica. interessos: còmic, fandom, manga, novel·la gràfica. productes: paella antiadherent, novel·la gràfica, manga Berserk. tags: gaming, manga, casa, estris, accessori, cumple. notes: còmics i manga pendents, roba i decoració gaming, producte pendent de revisar, marxandatge de videojocs, opcio flexible dins del pressupost, accessoris per cuinar millor","gaming_merch,books_comics"
"interessos principals: tastos, restaurants, cuina. descripcions wishlist: accessoris per cuinar millor. wishlist productes: classe de cuina, davantal, sopar degustació. pressupost orientatiu: 30","cooking_tools,experiences_food"
"interessos principals: música en directe, festivals, concerts. descripcions wishlist: entrades i experiències musicals. wishlist productes: entrada concert, concert acústic, abonament festival. pressupost orientatiu: 15",music_live_events
"interessos principals: sèries, cinema. hobbies: sèries, cinema. interessos: sèries, cinema. wishlist productes: Funko Pop, tassa Ghibli, tassa videojocs, pòster anime, pòster gaming. tags rellevants: anime, gaming, merch, poster, samarreta. descripcions productes: figures i objectes de fandom, marxandatge de sèries i pel·lícules. pressupost orientatiu: 50","gaming_merch,entertainment_merch"
"instagram, te, zara, plans, cafè. coses que li agraden: teclat mecànic, oli d'oliva premium, llum d'escriptori, cafè especialitat, pack gourmet, suport de portàtil, xocolata artesanal. tags rellevants: barat, sorpresa, cafè, programació, productivitat, oficina, menjar, setup, cumple. ",cooking_gourmet
"interessos principals: força, gimnàs. hobbies: força, gimnàs. interessos: força, gimnàs. wishlist productes: banda elàstica, peses 3kg, guants de gimnàs, estoreta fitness, espelma. tags rellevants: entrenament, fitness, gim, força. descripcions productes: material per entrenar a casa. pressupost orientatiu: 30",sports_gym
"ciclisme, setup gaming, bicicleta, videojocs, gaming, BTT. coses que li agraden: clauer, ratolí gaming, llum bicicleta, guants ciclisme, bidó ciclisme, alfombreta XXL, organitzador, teclat gaming. tags rellevants: perifèrics, gaming, ciclisme, bicicleta, setup, BTT. accessoris per bicicleta, llistat provisional amb idees variades",gaming_accessories
"interessos: restaurants, cuina, menjar, cafè, tastos. wishlist títols: idees nadal, cumple. wishlist productes: xocolata artesanal, pack gourmet, classe de cuina, sopar degustació, oli d'oliva premium, brunch especial, cafè especialitat. tags rellevants: tast, gourmet, restaurant. descripcions productes: plans relacionats amb menjar","cooking_gourmet,experiences_food"
"youtube, cuina, zara, regals, receptes. coses que li agraden: espelma, camisa, classe de cuina, jersei. tags rellevants: estris, roba, sorpresa, cuina, tast, gastronomia, restaurant, outfit. experiències gastronòmiques, regal orientatiu per si algu no sap que comprar","cooking_tools,fashion_clothing"
"hobbies: dibuix, pintura, DIY, manualitats, fotografia. wishlist productes: càmera instantània, retoladors, kit lettering, pack sorpresa. tags rellevants: creativitat, dibuix, casa. pressupost orientatiu: 100",art_creative
"hobbies: ioga, salut, fitness. wishlist productes: ampolla fitness, rodet massatge, bloc ioga, mitjons. tags rellevants: salut, ioga, fitness, pilates. pressupost orientatiu: 20",wellbeing_fitness
"interessos principals: receptes, gastronomia, cuinar. hobbies: receptes, gastronomia, cuinar. interessos: receptes, gastronomia, cuinar. wishlist productes: davantal, motlle silicona, ganivet de cuina, paella antiadherent, gorra. tags rellevants: cuina, receptes, estris. descripcions productes: accessoris per cuinar millor, estris de cuina útils. pressupost orientatiu: 40",cooking_tools
"hobbies: ioga, fitness, salut, pilates. wishlist productes: estoreta ioga, rodet massatge, ampolla fitness, bloc ioga. tags rellevants: pilates, ioga, fitness, casa. pressupost orientatiu: 75",wellbeing_fitness
"hobbies: menjar, te, restaurants. wishlist productes: oli d'oliva premium, xocolata artesanal, pack gourmet, gorra. tags rellevants: delicatessen, gourmet, menjar, cafè, casa. pressupost orientatiu: 30",cooking_gourmet
"hobbies: àudio, trail, córrer, podcasts. wishlist productes: micròfon USB, DAC portàtil, mitjons tècnics, armilla running, altaveu portàtil, sabatilles running, targeta regal. tags rellevants: audio, córrer, podcast, auriculars, zara. pressupost orientatiu: 40","sports_running,tech_audio"
"interessos principals: programació, aprendre. descripcions wishlist: manuals de programació i enginyeria, llibres tècnics per aprendre. wishlist productes: manual de productivitat, llibre d'arquitectura software, Clean Code. pressupost orientatiu: 100",books_technical
"hobbies: escapades, road trips, viatjar, rutes. wishlist productes: adaptador universal, mapa rascable, organitzador de maleta, bossa petita. tags rellevants: viatge, travel, escapada. pressupost orientatiu: 25",outdoor_travel
"interessos principals: relax, descans, spa, desconnexió. descripcions wishlist: regals per descansar, coses per relaxar-se. wishlist productes: difusor aromes, manta suau, coixí cervical, bossa petita. pressupost orientatiu: 100",wellbeing_relaxation
"outfits, manualitats random, moda, estil, amics, roba. coses que li agraden: camisa, caixa sorpresa, pantalons, jersei, dessuadora, organitzador. tags rellevants: outfit, estil, moda. llistat provisional amb idees variades, coses que m agraden pero no se exactament que comprar, idees de roba per renovar armari",fashion_clothing
"interessos principals: escapades romàntiques, plans en parella, sorpreses. hobbies: escapades romàntiques, plans en parella, sorpreses. interessos: escapades romàntiques, plans en parella, sorpreses. wishlist productes: spa en parella, escapada romàntica, sopar especial. tags rellevants: parella, escapada, sorpresa, romàntic. descripcions productes: experiències romàntiques. pressupost orientatiu: 20",experiences_romantic
"wishlist productes: sessió cinema, entrada Comic Con, kayak, caixa sorpresa, bateig escalada, parc aventura, targeta regal, via ferrada. descripcions wishlist: entrades per esdeveniments de fandom, plans actius i diferents, experiències d'aventura, regal orientatiu per si algu no sap que comprar. interessos principals: sèries, aventura, adrenalina, comic con, outdoor. pressupost orientatiu: 30",entertainment_events
"interessos principals: gaming, consoles, PC gaming, videojocs, Steam. descripcions wishlist: novetats per consola i PC, jocs que vull que em regalin. wishlist productes: DLC videojoc, targeta regal Steam, joc de Nintendo Switch, Hollow Knight Silksong, joc de PS5. pressupost orientatiu: 20",gaming_games
"interessos: música en directe, tecnologia, concerts, àudio, festivals. wishlist títols: cumple. wishlist productes: barra de so, micròfon USB, auriculars bluetooth, DAC portàtil, abonament festival, altaveu portàtil. tags rellevants: podcast, auriculars, audio, so, festival. descripcions productes: entrades i experiències musicals, millorar la qualitat de so","tech_audio,music_live_events"
"interessos principals: excursions, senderisme, trekking, muntanya. descripcions wishlist: equipament per caminar per muntanya. wishlist productes: motxilla trekking, botes de muntanya, bastons de senderisme. pressupost orientatiu: 30",outdoor_hiking
"zara, restaurants, cuina, running, marató. coses que li agraden: mitjons, classe de cuina, gorra, detall personalitzat, sopar degustació, ronyonera esportiva, mitjons tècnics, brunch especial. tags rellevants: trail, restaurant, menjar, tast, gastronomia, running, córrer. plans relacionats amb menjar","sports_running,experiences_food"
"wishlist productes: bombeta intel·ligent, endoll intel·ligent, sensor de moviment, mitjons, altaveu intel·ligent. descripcions wishlist: coses que m agraden pero no se exactament que comprar, automatitzar petites coses de casa, dispositius per a la llar intel·ligent, m agrada pero no es imprescindible. interessos principals: tecnologia, casa intel·ligent. pressupost orientatiu: 15",tech_smart_home
"hobbies: esport, familia, bàsquet, amics, ficció, equip. interessos: esport, familia, bàsquet, amics, ficció, equip. productes: samarreta del Barça, pilota futbol, pack sorpresa, entrada partit, llibre de fantasia, novel·la contemporània, thriller, bufanda equip. tags: . notes: opcio flexible dins del pressupost, regals relacionats amb el seu equip, novel·les recomanades",books_novels
"hobbies: excursions, senderisme. wishlist productes: bastons de senderisme, botes de muntanya, jaqueta impermeable, motxilla trekking. tags rellevants: senderisme, muntanya, excursions, trekking. pressupost orientatiu: 40",outdoor_hiking
"interessos principals: àudio, tecnologia, música, cinema, podcasts. hobbies: àudio, tecnologia, música, cinema, podcasts. interessos: àudio, tecnologia, música, cinema, podcasts. wishlist productes: micròfon USB, auriculars bluetooth, DAC portàtil, mitjons. tags rellevants: auriculars, podcast, bluetooth, so, audio, idea. descripcions productes: accessoris per escoltar música i podcasts, millorar la qualitat de so. pressupost orientatiu: 20",tech_audio
"hobbies: comic con, sèries, convencions, anime, cinema. wishlist productes: entrada Comic Con, exposició anime, sessió cinema, saló del manga. tags rellevants: event, comic con, cumple. pressupost orientatiu: 25",entertainment_events
"interessos principals: programació, estudiar, tecnologia. descripcions wishlist: millorar el setup de treball, accessoris per estudiar o programar. wishlist productes: teclat mecànic, ratolí ergonòmic, llum d'escriptori, gorra. pressupost orientatiu: 50",tech_productivity
"interessos principals: cinema, anime, convencions, sèries. hobbies: cinema, anime, convencions, sèries. interessos: cinema, anime, convencions, sèries. wishlist productes: sessió cinema, exposició anime, entrada Comic Con, saló del manga, organitzador. tags rellevants: event, comic con. descripcions productes: plans relacionats amb cinema o anime, entrades per esdeveniments de fandom. pressupost orientatiu: 30",entertainment_events
"wishlist productes: figura Marvel, pòster anime, tassa Ghibli. descripcions wishlist: marxandatge de sèries i pel·lícules, figures i objectes de fandom. interessos principals: youtube, netflix, fandom, casa, Star Wars. pressupost orientatiu: 100",entertainment_merch
"descans, museus, desconnexió, teatre. coses que li agraden: exposició immersiva, entrada museu, manta suau, sessió de cinema, targeta regal, espelmes aromàtiques, llibre pendent, tassa amistat, coixí cervical, difusor aromes, entrada teatre. tags rellevants: relax, desconnexió, cumple, barat, zara. ","wellbeing_relaxation,experiences_cultural"
"hobbies: gravel, bicicleta, BTT. wishlist productes: bossa sillín, llum bicicleta, bidó ciclisme, detall personalitzat. tags rellevants: BTT, ciclisme, bicicleta. pressupost orientatiu: 50",sports_cycling
"interessos principals: excursions, trekking. wishlist títols: aniversari. wishlist productes: jaqueta impermeable, bastons de senderisme, botes de muntanya, motxilla trekking, espelma. tags rellevants: nadal, trekking, excursions, senderisme. descripcions productes: llistat provisional amb idees variades, idees per a l aniversari, producte pendent de revisar, equipament per caminar per muntanya. pressupost orientatiu: 15",outdoor_hiking
"interessos: llegir, lectura, ficció, novel·les. wishlist títols: idees regal, llista regals, aniversari. wishlist productes: novel·la contemporània, novel·la de ciència ficció, thriller, llibre de fantasia, pack sorpresa. tags rellevants: lectura, novel·la. descripcions productes: novel·les recomanades",books_novels
"interessos principals: lectura tècnica, productivitat, manualitats random, estudiar, zara, tecnologia, aprendre, programació. wishlist títols: idees regal, llista regals, wishlist. wishlist productes: llibre d'arquitectura software, Clean Code, teclat mecànic, suport de portàtil, llibre de Kotlin, llum d'escriptori, ratolí ergonòmic, manual de productivitat. tags rellevants: programació, cumple, nadal, tècnic, amic invisible, setup, oficina, software, productivitat, aprenentatge. descripcions productes: . pressupost orientatiu: 30",tech_productivity
"interessos principals: música, piano, guitarra. hobbies: música, piano, guitarra. interessos: música, piano, guitarra. wishlist productes: afinador, partitures, pues guitarra, suport guitarra. tags rellevants: música, guitarra, instrument. descripcions productes: material per instruments. pressupost orientatiu: 100",music_instruments
"interessos principals: cuinar, gastronomia, receptes. hobbies: cuinar, gastronomia, receptes. interessos: cuinar, gastronomia, receptes. wishlist productes: davantal, paella antiadherent, ganivet de cuina. tags rellevants: receptes, estris. descripcions productes: estris de cuina útils, accessoris per cuinar millor. pressupost orientatiu: 50",cooking_tools
"interessos principals: bicicleta, pintura, casa intel·ligent. wishlist títols: coses que m'agraden, cumple, idees nadal. wishlist productes: bombeta intel·ligent, quadern de dibuix, bidó ciclisme, sensor de moviment, endoll intel·ligent, llum bicicleta, kit lettering, guants ciclisme, llibre pendent, bossa petita. tags rellevants: . descripcions productes: material per sortir en bici, dispositius per a la llar intel·ligent, eines per dibuixar o fer manualitats, accessoris per bicicleta, regal orientatiu per si algu no sap que comprar. pressupost orientatiu: 40","tech_smart_home,art_creative,sports_cycling"
"sortir, domòtica, plans, moda, cumple, outfits. coses que li agraden: sensor de moviment, organitzador, endoll intel·ligent, jaqueta, tassa amistat, bombeta intel·ligent, dessuadora, camisa, altaveu intel·ligent, pantalons. tags rellevants: smart home, sorpresa, outfit, domòtica, estil, casa, automatització. automatitzar petites coses de casa, producte pendent de revisar, dispositius per a la llar intel·ligent","tech_smart_home,fashion_clothing"
"hobbies: instagram, relax, desconnexió, descans. interessos: instagram, relax, desconnexió, descans. productes: clauer, caixa sorpresa, manta suau, tassa amistat, difusor aromes, coixí cervical, espelmes aromàtiques. tags: zara, desconnexió, nadal, descans, spa, amic invisible. notes: regals per descansar, coses per relaxar-se",wellbeing_relaxation
"interessos principals: tocar música, piano, guitarra. hobbies: tocar música, piano, guitarra. interessos: tocar música, piano, guitarra. wishlist productes: afinador, suport guitarra, partitures, pues guitarra. tags rellevants: instrument, música, piano. descripcions productes: material per instruments. pressupost orientatiu: 15",music_instruments
"hobbies: negoci, estudiar. wishlist productes: hub USB-C, Clean Code, teclat mecànic, ratolí ergonòmic, manual de productivitat, llibre de Kotlin, suport de portàtil, llibre pendent. tags rellevants: productivitat, software, programació, tècnic, setup, aprenentatge. pressupost orientatiu: 40","books_technical,tech_productivity"
"interessos principals: viatjar, escapades, road trips, rutes. descripcions wishlist: accessoris útils per viatjar. wishlist productes: organitzador de maleta, motxilla de viatge, adaptador universal, mapa rascable, gorra. pressupost orientatiu: 30",outdoor_travel
"interessos principals: equip, futbol, esport. hobbies: equip, futbol, esport. interessos: equip, futbol, esport. wishlist productes: entrada partit, pilota futbol, bufanda equip, detall personalitzat. tags rellevants: equip, futbol, partit, bàsquet. descripcions productes: material esportiu d'equip, regals relacionats amb el seu equip. pressupost orientatiu: 25",sports_team
"nadal, amazon, trekking, sèries, muntanya, cinema, casa. coses que li agraden: motxilla trekking, targeta regal, bastons de senderisme, exposició anime, saló del manga, sessió cinema, mitjons, caixa sorpresa, jaqueta impermeable. tags rellevants: casa, event, excursions, comic con, accessori, anime, trekking. plans relacionats amb cinema o anime, equipament per caminar per muntanya","outdoor_hiking,entertainment_events"
"interessos principals: casa intel·ligent, domòtica, tecnologia, cap de setmana. wishlist títols: wishlist, aniversari, cumple. wishlist productes: bombeta intel·ligent, endoll intel·ligent, sensor de moviment. tags rellevants: nadal, amic invisible, automatització, smart home, domòtica. descripcions productes: . pressupost orientatiu: 40",tech_smart_home
"hobbies: bicicleta, gravel. wishlist productes: llum bicicleta, guants ciclisme, bossa sillín, pack sorpresa. tags rellevants: bicicleta, BTT, ciclisme. pressupost orientatiu: 15",sports_cycling
"gastronomia, regals, cuinar, sorpreses, familia. coses que li agraden: motlle silicona, paella antiadherent, ganivet de cuina, bossa petita, detall personalitzat, caixa sorpresa. tags rellevants: estris, cuina, receptes. estris de cuina útils, accessoris per cuinar millor, regal orientatiu per si algu no sap que comprar, idees per a l aniversari",cooking_tools
"hobbies: receptes, gastronomia. wishlist productes: motlle silicona, davantal, paella antiadherent, ganivet de cuina, organitzador. tags rellevants: receptes, estris, cuina. pressupost orientatiu: 75",cooking_tools
"interessos principals: running, àudio. hobbies: running, àudio. interessos: running, àudio. wishlist productes: auriculars bluetooth, altaveu portàtil, barra de so, armilla running, ronyonera esportiva, mitjons tècnics. tags rellevants: so, podcast, audio, sabatilles, trail. descripcions productes: millorar la qualitat de so, equipament per sortir a córrer, accessoris per escoltar música i podcasts. pressupost orientatiu: 30","sports_running,tech_audio"
"interessos principals: running, trail. hobbies: running, trail. interessos: running, trail. wishlist productes: bastons de senderisme, mitjons tècnics, ronyonera esportiva, clauer. tags rellevants: córrer, trekking, senderisme, trail, running. descripcions productes: material per fer excursions, equipament per sortir a córrer, equipament per caminar per muntanya. pressupost orientatiu: 20","outdoor_hiking,sports_running"
"interessos principals: muntanya, senderisme, excursions. hobbies: muntanya, senderisme, excursions. interessos: muntanya, senderisme, excursions. wishlist productes: jaqueta impermeable, bastons de senderisme, motxilla trekking, botes de muntanya, mitjons. tags rellevants: muntanya, trekking. descripcions productes: equipament per caminar per muntanya. pressupost orientatiu: 100",outdoor_hiking
"wishlist productes: còmic Marvel, novel·la gràfica, figura Marvel, pòster anime. descripcions wishlist: figures i objectes de fandom, marxandatge de sèries i pel·lícules. interessos principals: cinema, Marvel, còmic, sèries, novel·la gràfica, Star Wars. pressupost orientatiu: 75",entertainment_merch
"wishlist productes: adaptador universal, motxilla de viatge, llibre de fantasia, thriller. descripcions wishlist: accessoris útils per viatjar, m agrada pero no es imprescindible, llibres pendents de llegir, novel·les recomanades, idees per escapades i viatges, idees per a l aniversari, opcio flexible dins del pressupost. interessos principals: llegir, escapades, viatjar. pressupost orientatiu: 20",books_novels
"hobbies: marató, córrer, gravel, bicicleta, trail. interessos: marató, córrer, gravel, bicicleta, trail. productes: llum bicicleta, bidó ciclisme, ronyonera esportiva, guants ciclisme, armilla running, bossa sillín. tags: ciclisme, córrer, trail. notes: ",sports_running
"interessos principals: festivals, concerts, cinema, música, podcasts. descripcions wishlist: plans de música en directe, accessoris per escoltar música i podcasts. wishlist productes: altaveu portàtil, concert acústic, DAC portàtil, barra de so, abonament festival, espelma. pressupost orientatiu: 15","tech_audio,music_live_events"
"interessos principals: fandom, spa. wishlist títols: llista regals. wishlist productes: coixí cervical, quadern de dibuix, càmera instantània, detall personalitzat, samarreta Star Wars, difusor aromes, figura Marvel, manta suau, Funko Pop, tassa amistat. tags rellevants: merch, sorpresa, manualitats, relax. descripcions productes: material creatiu, marxandatge de sèries i pel·lícules, m agrada pero no es imprescindible, regal orientatiu per si algu no sap que comprar. pressupost orientatiu: 15","art_creative,entertainment_merch"
"interessos: cinema, exposicions, museus, teatre. wishlist títols: coses que m'agraden, aniversari, idees nadal. wishlist productes: entrada teatre, entrada museu, sessió de cinema. tags rellevants: museu, cultura, cinema, teatre. descripcions productes: experiències culturals",experiences_cultural
"interessos principals: gastronomia, receptes. hobbies: gastronomia, receptes. interessos: gastronomia, receptes. wishlist productes: paella antiadherent, motlle silicona, ganivet de cuina, davantal, caixa sorpresa. tags rellevants: cuina, receptes, accessori. descripcions productes: accessoris per cuinar millor, estris de cuina útils. pressupost orientatiu: 15",cooking_tools
"wishlist productes: espelmes aromàtiques, coixí cervical, llibre pendent, thriller, novel·la de ciència ficció. descripcions wishlist: material per instruments, regals per descansar, coses per relaxar-se. interessos principals: ficció, llegir, descans, regals. pressupost orientatiu: 40","wellbeing_relaxation,books_novels"
"interessos principals: videojocs, escapades, col·leccionisme, outdoor, aventura, adrenalina. wishlist títols: llista regals, coses que m'agraden. wishlist productes: mini consola retro, kayak, figura de Link. tags rellevants: nintendo, aventura. descripcions productes: plans actius i diferents, figures i edicions especials, objectes de col·lecció relacionats amb videojocs. pressupost orientatiu: 20",gaming_collectibles
"interessos principals: muntanya, natura. hobbies: muntanya, natura. interessos: muntanya, natura. wishlist productes: cantimplora, sac de dormir, estoreta inflable. tags rellevants: camping, acampada. descripcions productes: coses per anar de camping. pressupost orientatiu: 30",outdoor_camping
"hobbies: autocura, piscina, festivals, música en directe, benestar. interessos: autocura, piscina, festivals, música en directe, benestar. productes: tovallola microfibra, ulleres de natació, crema mans, concert acústic, kit autocura, abonament festival, sals de bany, set skincare. tags: nedar, festival, autocura, zara, concert. notes: ","wellbeing_selfcare,music_live_events"
"wishlist productes: tovallola microfibra, spa en parella, escapada romàntica, casquet de piscina, motxilla trekking, bombeta intel·ligent, altaveu intel·ligent. descripcions wishlist: . interessos principals: plans en parella, domòtica, muntanya, senderisme, excursions. pressupost orientatiu: 30","tech_smart_home,experiences_romantic,outdoor_hiking"
"interessos: gastronomia, sorpreses. wishlist títols: wishlist. wishlist productes: sopar especial, hotel rural, spa en parella, brunch especial, organitzador. tags rellevants: gastronomia, restaurant, regal. descripcions productes: plans especials en parella, experiències romàntiques, plans relacionats amb menjar","experiences_romantic,experiences_food"
"interessos principals: moda, estil. hobbies: moda, estil. interessos: moda, estil. wishlist productes: camisa, jaqueta, jersei, pantalons, dessuadora. tags rellevants: outfit, moda, estil. descripcions productes: peces de roba que m'agraden, idees de roba per renovar armari. pressupost orientatiu: 25",fashion_clothing
"interessos principals: trekking, senderisme, muntanya, excursions. descripcions wishlist: material per fer excursions, equipament per caminar per muntanya. wishlist productes: bastons de senderisme, jaqueta impermeable, motxilla trekking. pressupost orientatiu: 30",outdoor_hiking
"interessos principals: fitness, pilates, salut. descripcions wishlist: benestar actiu. wishlist productes: ampolla fitness, bloc ioga, estoreta ioga, gorra. pressupost orientatiu: 15",wellbeing_fitness
"wishlist productes: novel·la de ciència ficció, comandament bluetooth, espelma, samarreta Zelda, dessuadora Playstation. descripcions wishlist: regal orientatiu per si algu no sap que comprar, marxandatge de videojocs, llistat provisional amb idees variades, llibres pendents de llegir, accessoris per millorar el setup de joc, perifèrics per jugar millor. interessos principals: novel·les, setup gaming, zara, cap de setmana, instagram, lectura, videojocs. pressupost orientatiu: 30","books_novels,gaming_merch,gaming_accessories"
"interessos principals: lectura tècnica, tecnologia. hobbies: lectura tècnica, tecnologia. interessos: lectura tècnica, tecnologia. wishlist productes: manual de productivitat, Clean Code, llibre de Kotlin, targeta regal. tags rellevants: software, aprenentatge. descripcions productes: llibres tècnics per aprendre. pressupost orientatiu: 100",books_technical
"interessos principals: història, assaig. hobbies: història, assaig. interessos: història, assaig. wishlist productes: divulgació científica, assaig històric, biografia, llibre de filosofia. tags rellevants: divulgació, filosofia. descripcions productes: assaigs i divulgació. pressupost orientatiu: 30",books_essays
"podcasts, relax, spa, desconnexió, cinema. coses que li agraden: llibre pendent, espelmes aromàtiques, coixí cervical, DAC portàtil, tassa amistat, micròfon USB. tags rellevants: . coses per relaxar-se, gadgets útils per al dia a dia, regal orientatiu per si algu no sap que comprar, accessoris per escoltar música i podcasts, coses que m agraden pero no se exactament que comprar","tech_gadgets,tech_audio"
